MonthYear,Actor1CountryCode,Events
202006   ,KEN              ,1165
202006   ,URY              ,236
202006   ,WSM              ,67
201809   ,SEN              ,2536
201809   ,ECU              ,6260
201808   ,PAK              ,44224
201809   ,SRB              ,10315
201809   ,MRT              ,1471
201808   ,DNK              ,9881
201808   ,CAS              ,101
201907   ,MCO              ,3812
201907   ,KHM              ,4044
201907   ,LSO              ,903
201907   ,KWT              ,4980
201812   ,GRD              ,593
201812   ,MKD              ,6960
201812   ,TZA              ,2550
201810   ,MEX              ,64360
201810   ,MKD              ,10651
201810   ,GMB              ,2279
201906   ,MOZ              ,2372
201811   ,MCO              ,3638
201906   ,AZE              ,7515
201901   ,BEL              ,21104
201902   ,YEM              ,10134
201902   ,EST              ,3703
201902   ,BLZ              ,1280
201911   ,GBR              ,146142
201911   ,AUS              ,57851
201911   ,DEU              ,62805
201911   ,CHE              ,14029
201911   ,NGA              ,46022
201911   ,KHM              ,7550
201910   ,TUR              ,172024
201912   ,GRD              ,488
201912   ,LBR              ,2209
201912   ,NAM              ,1633
201912   ,SAF              ,232
201912   ,VCT              ,612
201908   ,SMR              ,44
202002   ,POL              ,15896
202002   ,MDG              ,918
202002   ,MRT              ,1686
202002   ,ALB              ,3611
202002   ,LSO              ,2054
201910   ,PRY              ,1906
201910   ,AND              ,264
201910   ,WAF              ,377
202001   ,ARM              ,7606
202001   ,WAF              ,453
202001   ,AZE              ,5753
202004   ,MCO              ,2087
202004   ,TTO              ,1515
202004   ,HTI              ,1519
202004   ,BHR              ,1851
202004   ,MDG              ,1016
202003   ,SYR              ,36588
201904   ,ARE              ,14492
201904   ,SOM              ,5555
201903   ,CUB              ,10682
202002   ,NPL              ,5222
201904   ,KAZ              ,6587
201905   ,MLI              ,4333
201905   ,HUN              ,13828
201611   ,POL              ,26762
201611   ,PHL              ,48310
201611   ,MYS              ,26290
201611   ,ATG              ,951
201610   ,CAF              ,2313
201511   ,GBR              ,203574
201511   ,POL              ,24550
201511   ,CYM              ,912
201612   ,BRA              ,30976
201612   ,COL              ,23505
201707   ,RUS              ,208297
201708   ,DNK              ,12001
201708   ,CRI              ,1543
201608   ,CAN              ,83525
201608   ,AZE              ,13258
201608   ,GTM              ,4192
201608   ,MKD              ,8945
201612   ,LVA              ,4633
201508   ,AFG              ,48474
201508   ,MWI              ,2201
201704   ,THA              ,11781
201704   ,PRY              ,5144
201704   ,UGA              ,9892
201704   ,QAT              ,13643
201604   ,NLD              ,33052
201703   ,MUS              ,5200
201702   ,SDN              ,14980
201602   ,VAT              ,8569
201701   ,BHR              ,7871
201511   ,PNG              ,1328
201703   ,KAZ              ,8578
201603   ,KEN              ,16366
201703   ,GNB              ,483
201603   ,NER              ,2761
201603   ,GUY              ,3266
201603   ,GAB              ,679
201701   ,TMP              ,528
201604   ,MCO              ,4675
201706   ,KNA              ,708
201706   ,LAO              ,1385
201705   ,SGP              ,8755
201705   ,CAF              ,2793
201606   ,MDA              ,6345
201609   ,FRA              ,118610
201609   ,CYP              ,8897
201510   ,BHR              ,5108
201510   ,PRK              ,11400
201510   ,TTO              ,2846
201604   ,NRU              ,991
201510   ,HND              ,4011
201609   ,YEM              ,24901
201509   ,NOR              ,14035
201509   ,GAB              ,875
201509   ,CRI              ,2023
201509   ,NPL              ,12191
201509   ,CIV              ,2663
201509   ,PRY              ,2534
201607   ,HND              ,5078
201612   ,VAT              ,6643
201612   ,LCA              ,809
201601   ,BRA              ,26158
201612   ,WAF              ,2080
201512   ,AFG              ,61864
201709   ,HND              ,3354
201709   ,KHM              ,7380
201709   ,COM              ,184
201709   ,SYC              ,534
201709   ,GNB              ,355
201805   ,VAT              ,6634
201805   ,SLV              ,3207
201805   ,PAK              ,54674
201805   ,COG              ,2995
201805   ,YEM              ,13951
201710   ,                 ,4125315
201711   ,BMU              ,1490
201711   ,GRD              ,878
201804   ,LUX              ,2949
201801   ,AFR              ,47575
201801   ,ECU              ,9202
201801   ,PER              ,21908
201801   ,LVA              ,4090
201801   ,IRQ              ,30490
201801   ,CMR              ,3844
201712   ,IRQ              ,33751
201803   ,BRA              ,30218
201803   ,BTN              ,922
201802   ,NPL              ,6325
201802   ,JAM              ,5351
201710   ,EST              ,4525
201701   ,MAC              ,150
201601   ,CHE              ,40911
201601   ,FJI              ,2804
201802   ,MEA              ,961
201504   ,                 ,3735319
201502   ,                 ,1361924
201507   ,MEX              ,54913
201504   ,CHN              ,106970
201503   ,POL              ,21702
201605   ,AUT              ,21229
201605   ,THA              ,15065
201501   ,NZL              ,313
201504   ,VNM              ,20044
201506   ,LKA              ,10510
201503   ,BDI              ,1473
201503   ,KHM              ,7537
201505   ,CYP              ,6329
201502   ,PAN              ,1579
201504   ,CAF              ,1301
201605   ,ERI              ,2041
201605   ,MRT              ,2284
201505   ,GHA              ,10225
201512   ,TUV              ,548
201506   ,WAF              ,446
201603   ,TON              ,405
201603   ,KIR              ,177
201512   ,GNB              ,294
201501   ,TUN              ,88
201602   ,FSM              ,185
201804   ,NRU              ,273
201601   ,WLF              ,7
201501   ,GUY              ,39
201502   ,LIE              ,86
201511   ,CAS              ,95
201607   ,KIR              ,178
201806   ,SLV              ,3963
201806   ,PSE              ,36322
201806   ,SAU              ,35912
201806   ,AZE              ,9702
201806   ,RWA              ,3432
201505   ,WLF              ,2
201807   ,FRA              ,73606
201807   ,HRV              ,7471
201807   ,TCD              ,2652
201807   ,TJK              ,2462
201807   ,BLR              ,7101
201806   ,KIR              ,53
202006   ,ISR              ,6543
202006   ,AFR              ,5916
202006   ,GIN              ,146
202006   ,GNQ              ,34
202006   ,SWZ              ,37
201809   ,ABW              ,141
201809   ,BFA              ,1605
201808   ,PNG              ,1466
201808   ,CIV              ,2121
201808   ,AND              ,168
201808   ,BDI              ,1555
201907   ,ESP              ,37238
201907   ,ZWE              ,7624
201907   ,ISR              ,66330
201907   ,CRB              ,184
201812   ,TWN              ,5611
201812   ,PRT              ,8484
201811   ,AUS              ,79623
201812   ,MLT              ,3644
201811   ,ERI              ,2465
201810   ,ITA              ,60549
201810   ,ZAF              ,14235
201810   ,MWI              ,4321
201810   ,PAN              ,7839
201906   ,PER              ,10598
201811   ,COK              ,329
201811   ,CAF              ,1519
201901   ,JAM              ,4829
201904   ,AIA              ,310
201903   ,LBN              ,15071
201902   ,MKD              ,10627
201902   ,TJK              ,1502
201911   ,CYP              ,4653
201911   ,VAT              ,3450
201911   ,CPV              ,204
201910   ,MEX              ,39635
201903   ,GNB              ,322
201903   ,NRU              ,476
201912   ,SDN              ,9022
201912   ,CAN              ,62684
201912   ,BLZ              ,1079
201912   ,NRU              ,248
201909   ,KEN              ,13189
201909   ,SSD              ,2864
201909   ,NER              ,2310
201909   ,SLV              ,3307
201909   ,MLI              ,3788
201908   ,DOM              ,2096
201906   ,SUR              ,362
201908   ,GUY              ,2419
201908   ,COK              ,280
202002   ,MAR              ,7785
202003   ,CAS              ,25
201905   ,GEO              ,122
201910   ,COM              ,510
202001   ,AUT              ,5862
201812   ,ROM              ,1
202004   ,ESP              ,37375
202004   ,TJK              ,963
202004   ,PHL              ,20850
202004   ,ETH              ,4507
201904   ,AFR              ,39230
201904   ,GNB              ,176
202003   ,AIA              ,133
201905   ,AFG              ,26683
201905   ,SYR              ,31546
201611   ,NMR              ,5064
201511   ,CHL              ,13758
201610   ,PAK              ,97400
201610   ,IRQ              ,101874
201511   ,ARM              ,12063
201511   ,ISR              ,99397
201612   ,HUN              ,9193
201611   ,LAM              ,31
201612   ,LBY              ,17574
201706   ,PRK              ,33901
201706   ,KWT              ,11554
201706   ,BRA              ,30706
201707   ,NGA              ,62357
201607   ,NLD              ,23538
201607   ,TZA              ,10044
201607   ,THA              ,13741
201708   ,RUS              ,142117
201708   ,BGD              ,18244
201607   ,MCO              ,4909
201608   ,LAM              ,12
201508   ,KHM              ,6111
201607   ,BRN              ,6139
201905   ,PAN              ,4757
201704   ,DNK              ,10952
201704   ,ITA              ,63048
201704   ,PRK              ,72282
201604   ,NOR              ,13743
201604   ,USA              ,1176994
201604   ,EUR              ,105211
201704   ,COK              ,275
201604   ,BRN              ,3473
201703   ,JAM              ,6541
201604   ,SAS              ,1660
201703   ,RWA              ,4593
201701   ,HUN              ,9596
201702   ,ASA              ,381
201702   ,ERI              ,1044
201702   ,WSM              ,851
201702   ,AIA              ,196
201701   ,LBR              ,3612
201701   ,MKD              ,9462
201702   ,SMR              ,42
201602   ,WAF              ,518
201610   ,ALB              ,13703
201703   ,MRT              ,2256
201701   ,COK              ,180
201701   ,LIE              ,237
201601   ,BMU              ,1139
201705   ,HRV              ,7546
201705   ,ARE              ,16825
201705   ,UGA              ,11068
201606   ,BGR              ,16960
201606   ,KEN              ,23137
201705   ,BMU              ,1337
201610   ,TKM              ,2155
201610   ,ABW              ,171
201609   ,THA              ,15670
201609   ,RWA              ,4904
201609   ,SWZ              ,969
201609   ,ARM              ,14349
201509   ,SEA              ,4534
201509   ,TZA              ,4015
201510   ,WSM              ,687
201709   ,BEL              ,21032
201709   ,PAK              ,56236
201707   ,SHN              ,38
201612   ,SLE              ,1638
201512   ,COG              ,1889
201612   ,CAF              ,1369
201601   ,NGA              ,54985
201512   ,VNM              ,13991
201512   ,ZMB              ,4464
201805   ,NIC              ,8066
201805   ,SUR              ,748
201711   ,BOL              ,6904
201711   ,SWE              ,16651
201710   ,IND              ,57956
201804   ,ARG              ,17089
201801   ,GUY              ,2906
201801   ,ATG              ,496
201804   ,QAT              ,13768
201712   ,LSO              ,655
201712   ,KNA              ,594
201803   ,NLD              ,17875
201803   ,HKG              ,253
201802   ,IRL              ,25280
201802   ,BHS              ,2343
201508   ,LCA              ,817
201802   ,AGO              ,3151
201710   ,SAF              ,383
201710   ,GMB              ,2171
201710   ,SWZ              ,435
201711   ,GNB              ,521
201601   ,URY              ,3408
201503   ,JPN              ,53357
201507   ,ESP              ,50198
201503   ,MDV              ,15152
201506   ,URY              ,3344
201507   ,ARM              ,12607
201507   ,MKD              ,3670
201504   ,BWA              ,1556
201501   ,MMR              ,179
201502   ,COD              ,1256
201505   ,KEN              ,17103
201507   ,DJI              ,1188
201605   ,DMA              ,576
201502   ,PSE              ,10406
201504   ,GMB              ,2416
201502   ,KGZ              ,1190
201505   ,OMN              ,6075
201505   ,KGZ              ,4235
201512   ,GNQ              ,197
201504   ,VUT              ,773
201504   ,NIC              ,3116
201605   ,TON              ,409
201605   ,TKM              ,2454
201508   ,SAF              ,1093
201502   ,ERI              ,269
201509   ,COK              ,331
201507   ,DMA              ,504
201603   ,DMA              ,470
201804   ,BMU              ,947
201804   ,COK              ,262
201601   ,SCN              ,14
201712   ,SHN              ,45
201705   ,GNB              ,469
201608   ,SCN              ,10
201512   ,CAU              ,1
201806   ,CUB              ,9108
201806   ,MKD              ,35765
201806   ,ATG              ,606
201807   ,CIV              ,1738
201807   ,QAT              ,9003
201807   ,SYC              ,597
201604   ,WLF              ,3
202006   ,MUS              ,250
202006   ,ITA              ,6676
202006   ,IRQ              ,1476
202006   ,PER              ,711
201809   ,BOL              ,6265
201809   ,SEA              ,3223
201808   ,SGP              ,15220
201907   ,SDN              ,10867
201907   ,EST              ,2544
201907   ,NER              ,2899
201906   ,TTO              ,2174
201812   ,FRA              ,85320
201811   ,KOR              ,31402
201812   ,CHL              ,10402
201812   ,MAR              ,12230
201812   ,MDA              ,2970
201811   ,FRA              ,109992
201811   ,VAT              ,3772
201812   ,CAS              ,86
201811   ,ZWE              ,9644
201810   ,CAN              ,89039
201810   ,SWE              ,13833
201810   ,MUS              ,3251
201810   ,MMR              ,6465
201810   ,MLI              ,3861
201810   ,HTI              ,2915
201811   ,UGA              ,7038
201811   ,LAO              ,1572
201811   ,CAS              ,67
201906   ,NIC              ,4481
201901   ,DZA              ,5086
201901   ,VNM              ,14828
201901   ,MEA              ,1346
201904   ,ABW              ,166
201904   ,SYC              ,918
201904   ,EAF              ,43
201902   ,MYS              ,13464
201902   ,TWN              ,5638
201911   ,GIN              ,2256
201911   ,PRK              ,12261
201911   ,ATG              ,419
201911   ,TON              ,387
201910   ,VEN              ,14547
201903   ,LIE              ,205
201912   ,FIN              ,8111
201909   ,ISR              ,70520
201909   ,PNG              ,1373
201909   ,KWT              ,4789
201908   ,CYM              ,398
201908   ,EST              ,2948
201906   ,NRU              ,154
201906   ,CRB              ,149
201906   ,TGO              ,630
202002   ,GUY              ,2238
202001   ,TUR              ,62821
201905   ,SUR              ,411
201910   ,CIV              ,1317
201910   ,NIC              ,3018
201910   ,VUT              ,406
202001   ,COM              ,146
202001   ,BEN              ,962
202002   ,FSM              ,103
202003   ,IDN              ,30133
202004   ,GIN              ,1361
202004   ,AZE              ,4716
201904   ,AZE              ,10057
202004   ,CRB              ,122
201904   ,EGY              ,34982
202003   ,CPV              ,236
201903   ,DEU              ,63524
201903   ,MEX              ,43931
201903   ,NER              ,2029
201903   ,NOR              ,12294
201904   ,SLV              ,3334
202005   ,MMR              ,3394
202005   ,KWT              ,3667
202005   ,FIN              ,5983
201905   ,CHL              ,7833
201905   ,AUS              ,62974
201905   ,MMR              ,6312
201905   ,PRK              ,22218
202005   ,CPV              ,89
201905   ,CUB              ,14378
201611   ,BGD              ,23405
201611   ,MDV              ,15823
201611   ,BTN              ,1163
201706   ,PER              ,13612
201511   ,TJK              ,4167
201706   ,EGY              ,66238
201706   ,CAN              ,81201
201707   ,BLZ              ,2024
201707   ,SYR              ,68961
201707   ,LBY              ,16604
201707   ,TZA              ,5638
201707   ,ARM              ,12095
201607   ,CHN              ,140721
201707   ,SEN              ,4010
201607   ,JAM              ,6842
201607   ,BHS              ,3910
201708   ,CHE              ,17206
201608   ,MCO              ,5469
201508   ,MEX              ,45590
201608   ,SMR              ,82
201508   ,SAU              ,49378
201607   ,MRT              ,5575
201508   ,UZB              ,2986
201704   ,AUT              ,10776
201704   ,GAB              ,850
201604   ,                 ,4539848
201704   ,SLB              ,373
201604   ,YEM              ,27979
201604   ,HTI              ,3186
201703   ,LKA              ,13036
201703   ,PSE              ,40369
201703   ,SDN              ,15247
201604   ,GHA              ,12079
201604   ,CHL              ,9880
201604   ,OMN              ,6630
201701   ,VNM              ,21050
201702   ,DZA              ,11488
201701   ,MMR              ,11422
201701   ,EGY              ,66260
201602   ,ZMB              ,5714
201602   ,TUN              ,11167
201511   ,ISL              ,2043
201612   ,VNM              ,17582
201603   ,AFG              ,36911
201603   ,MEX              ,47161
201601   ,TON              ,345
201602   ,TCD              ,3809
201604   ,BDI              ,3484
201604   ,TKM              ,2246
201705   ,COL              ,23069
201705   ,IRN              ,67234
201705   ,NZL              ,14981
201705   ,WSM              ,894
201706   ,GMB              ,1996
201706   ,ATG              ,448
201510   ,SLV              ,2479
201510   ,GAB              ,670
201609   ,HUN              ,14701
201609   ,MUS              ,4896
201609   ,TUV              ,89
201509   ,CAN              ,81298
201603   ,BEN              ,1950
201612   ,SAS              ,1493
201612   ,SEA              ,4562
201512   ,VEN              ,18642
201512   ,SSD              ,4264
201512   ,ISL              ,2014
201709   ,TGO              ,2651
201709   ,WSM              ,1374
201804   ,                 ,3919363
201804   ,IRN              ,72970
201711   ,MWI              ,3087
201711   ,GIN              ,2664
201801   ,AIA              ,103
201801   ,GNB              ,517
201801   ,RWA              ,4583
201705   ,MAC              ,102
201803   ,IND              ,64684
201803   ,TCD              ,4585
201802   ,COD              ,4148
201802   ,LUX              ,3584
201710   ,COD              ,3753
201710   ,WAF              ,782
201710   ,LUX              ,5506
201710   ,MDA              ,9023
201710   ,EAF              ,56
201601   ,ISL              ,1926
201601   ,TTO              ,2050
201605   ,RUS              ,178978
201503   ,AUS              ,91742
201504   ,AFG              ,31600
201605   ,CHN              ,129354
201506   ,DOM              ,4296
201505   ,ATG              ,357
201506   ,LBY              ,16900
201605   ,ARM              ,23171
201505   ,BHR              ,5328
201505   ,GUY              ,3598
201506   ,BDI              ,5634
201504   ,FIN              ,10445
201505   ,PRT              ,8150
201603   ,COM              ,284
201603   ,CAF              ,1702
201602   ,LCA              ,773
201501   ,MUS              ,29
201505   ,NGA              ,55066
201508   ,ISL              ,1906
201502   ,PRY              ,615
201601   ,MHL              ,201
201602   ,TMP              ,752
201504   ,SWZ              ,781
201503   ,BLZ              ,1545
201507   ,GNQ              ,553
201503   ,SAF              ,383
201507   ,AIA              ,159
201510   ,CPV              ,283
201509   ,PLW              ,393
201503   ,TON              ,542
201804   ,MEA              ,1899
201804   ,CAF              ,1530
201804   ,SWZ              ,1104
201804   ,MWI              ,3367
201508   ,LAM              ,49
201501   ,ZMB              ,54
201510   ,MAC              ,125
201606   ,DMA              ,571
201501   ,KNA              ,4
201607   ,TMP              ,490
201501   ,COM              ,1
201607   ,CPV              ,335
201806   ,CHL              ,12140
201806   ,IRN              ,52329
201806   ,ABW              ,183
201806   ,TUN              ,5835
201806   ,CYP              ,4736
201606   ,ROM              ,1
201807   ,                 ,3526259
201807   ,NLD              ,17683
201807   ,ARM              ,11576
201807   ,MWI              ,3240
202006   ,CUB              ,1002
202006   ,SAF              ,22
201906   ,SSD              ,1401
201808   ,VNM              ,20915
201808   ,UGA              ,10084
201808   ,MLT              ,5526
201808   ,AUT              ,11081
201907   ,AFR              ,41163
201812   ,COD              ,4880
201812   ,NOR              ,8920
201810   ,NLD              ,21577
201810   ,NPL              ,6417
201810   ,ECU              ,7881
201810   ,COD              ,3669
201810   ,SDN              ,7037
201810   ,TKM              ,1588
201906   ,GMB              ,1628
201901   ,CHE              ,24762
201901   ,BEN              ,850
201901   ,AIA              ,153
201901   ,TON              ,404
201901   ,EAF              ,63
201904   ,BTN              ,1500
201906   ,LSO              ,843
201902   ,PSE              ,25102
201902   ,UZB              ,2115
201911   ,COL              ,13968
201911   ,NPL              ,5276
201911   ,ECU              ,4032
201910   ,PRK              ,15339
201903   ,BEN              ,1083
201912   ,SLV              ,2019
201912   ,ISR              ,57367
201912   ,DJI              ,793
201909   ,PER              ,9062
201909   ,SLB              ,2138
201909   ,HND              ,4208
201909   ,DJI              ,813
201908   ,SEA              ,4139
201908   ,URY              ,3187
202001   ,FRA              ,69916
201905   ,MEA              ,991
201910   ,LUX              ,5046
201910   ,KAZ              ,5564
201910   ,PGS              ,442
202001   ,LIE              ,173
201911   ,CAU              ,6
202004   ,COM              ,196
201904   ,CHN              ,107299
202004   ,GAB              ,456
202003   ,MMR              ,2643
202002   ,AFG              ,32284
202002   ,KEN              ,14657
201903   ,PAN              ,3696
201905   ,ESP              ,43733
202005   ,UZB              ,1855
201905   ,HTI              ,1938
201611   ,BDI              ,3113
201611   ,EUR              ,99084
201611   ,TJK              ,2575
201611   ,UKR              ,79810
201610   ,DJI              ,1835
201611   ,ABW              ,142
201511   ,SCN              ,10
201511   ,ITA              ,54887
201612   ,DOM              ,2862
201612   ,PAN              ,5919
201610   ,KNA              ,438
201511   ,JAM              ,5514
201706   ,CZE              ,10487
201707   ,AUT              ,10611
201707   ,LKA              ,9768
201707   ,SOM              ,8812
201707   ,MRT              ,1504
201607   ,POL              ,48506
201707   ,ATG              ,434
201607   ,IRN              ,62955
201707   ,AIA              ,173
201708   ,SAU              ,50952
201608   ,NZL              ,17796
201508   ,GIN              ,4101
201508   ,TJK              ,3365
201508   ,WST              ,5901
201508   ,BGR              ,10093
201704   ,DMA              ,519
201604   ,ARM              ,50848
201703   ,ZMB              ,3257
201604   ,ISL              ,7219
201702   ,CHN              ,107995
201702   ,SUR              ,383
201701   ,NLD              ,23656
201701   ,SSD              ,4384
201701   ,ARG              ,18721
201602   ,IND              ,63851
201602   ,AUS              ,85341
201701   ,SLE              ,1682
201603   ,PRT              ,8899
201603   ,PNG              ,1297
201601   ,CAN              ,79261
201604   ,CAF              ,1637
201706   ,PLW              ,368
201606   ,FIN              ,10158
201510   ,MYS              ,23767
201609   ,SAU              ,64489
201609   ,BHR              ,6841
201609   ,PAK              ,94509
201510   ,UGA              ,10238
201509   ,THA              ,20525
201609   ,VUT              ,449
201509   ,NMR              ,4290
201709   ,PRK              ,77498
201709   ,SVK              ,4643
201709   ,JPN              ,57219
201612   ,MLT              ,5739
201612   ,UGA              ,9762
201512   ,PRK              ,10544
201512   ,IRL              ,23579
201512   ,CZE              ,8942
201512   ,BGR              ,12604
201805   ,DNK              ,10162
201804   ,USA              ,1092023
201805   ,MNG              ,1535
201805   ,SOM              ,6796
201805   ,KNA              ,1269
201711   ,MMR              ,24813
201711   ,ERI              ,1195
201511   ,VCT              ,750
201801   ,BRB              ,1315
201801   ,MWI              ,2545
201712   ,AND              ,459
201712   ,SEN              ,3855
201712   ,SWZ              ,265
201712   ,VUT              ,341
201803   ,VAT              ,6631
201803   ,PRT              ,11359
201803   ,THA              ,10957
201802   ,MAR              ,8626
201509   ,KWT              ,7662
201802   ,YEM              ,12931
201802   ,MDG              ,838
201503   ,SGP              ,14290
201501   ,                 ,43645
201505   ,KOR              ,26762
201503   ,SYC              ,2339
201507   ,PRK              ,10032
201506   ,EGY              ,56247
201505   ,VAT              ,8498
201506   ,BLR              ,10762
201605   ,ARE              ,15942
201506   ,BHR              ,5243
201503   ,BLR              ,13803
201508   ,LAO              ,1484
201506   ,COD              ,3166
201512   ,MRT              ,1816
201605   ,LTU              ,7333
201505   ,GRD              ,991
201604   ,TGO              ,1535
201505   ,MRT              ,2298
201605   ,HRV              ,9707
201502   ,LUX              ,741
201503   ,KIR              ,200
201604   ,COM              ,276
201501   ,ALB              ,49
201511   ,SHN              ,33
201606   ,EAF              ,220
201606   ,SWZ              ,789
201607   ,ABW              ,165
201806   ,GHA              ,11520
201806   ,KEN              ,14761
201806   ,MDG              ,1148
201806   ,LCA              ,613
201606   ,SCN              ,6
201807   ,NGA              ,61958
201807   ,SAS              ,1031
201807   ,TTO              ,2398
202006   ,JPN              ,3467
202006   ,DOM              ,209
202006   ,CPV              ,77
201906   ,ZAF              ,11045
201809   ,TCD              ,2435
201809   ,VNM              ,17105
201809   ,WSM              ,993
201809   ,TUV              ,141
201808   ,URY              ,2810
201808   ,CHL              ,12693
201808   ,PRT              ,8281
201808   ,NLD              ,14396
201808   ,ESP              ,40283
201906   ,VNM              ,15464
201906   ,PSE              ,31959
201812   ,FIN              ,7049
201811   ,USA              ,983754
201812   ,KGZ              ,2428
201811   ,THA              ,9120
201811   ,DNK              ,11891
201811   ,DZA              ,5944
201811   ,TCD              ,4352
201906   ,PGS              ,1541
201901   ,LVA              ,2977
201901   ,SAS              ,935
201901   ,TUR              ,69016
201901   ,SVK              ,2679
201901   ,GTM              ,5443
201901   ,ETH              ,6063
201904   ,SSD              ,2855
201904   ,CPV              ,255
201903   ,DNK              ,9972
201904   ,LAM              ,27
201902   ,DMA              ,387
201911   ,SAF              ,252
201911   ,TWN              ,6568
201910   ,NOR              ,10095
201910   ,BLR              ,11715
201910   ,WSM              ,698
201903   ,MHL              ,440
201903   ,GNQ              ,304
201912   ,KWT              ,4722
201912   ,CHN              ,95361
201912   ,BRN              ,509
201912   ,SRB              ,5706
201909   ,AUT              ,7234
201909   ,MEX              ,37775
201908   ,ISL              ,2029
201908   ,SAS              ,955
201908   ,NAM              ,2889
201908   ,SSD              ,2047
202002   ,ISL              ,1000
202002   ,ATG              ,313
202002   ,DMA              ,461
202001   ,ZWE              ,6183
201910   ,SSD              ,3603
202001   ,LCA              ,393
202001   ,COL              ,12042
202001   ,HTI              ,1880
202001   ,WSM              ,357
201812   ,SCN              ,2
201904   ,                 ,3368452
202004   ,PRK              ,9888
202004   ,CHN              ,120940
202004   ,MKD              ,1494
202003   ,AFG              ,39586
201904   ,MEX              ,48588
201903   ,LKA              ,9010
202003   ,TUV              ,42
201904   ,MCO              ,4540
201904   ,PLW              ,378
202005   ,TON              ,403
201905   ,SLE              ,1289
201611   ,                 ,4547262
201611   ,JPN              ,59534
201611   ,SEA              ,6096
201611   ,ARM              ,15045
201611   ,NRU              ,793
201511   ,BHS              ,3745
201511   ,SVK              ,4223
201707   ,ETH              ,5056
201707   ,BGD              ,16572
201706   ,BWA              ,2224
201708   ,MLI              ,5339
201608   ,ISR              ,75282
201608   ,NLD              ,19578
201608   ,TWN              ,8609
201608   ,MMR              ,9645
201608   ,CHL              ,11482
201508   ,LBN              ,22660
201608   ,BRN              ,3414
201508   ,NZL              ,18302
201508   ,KEN              ,15335
201508   ,COD              ,4200
201508   ,PRY              ,3148
201607   ,WAF              ,434
201704   ,UZB              ,4226
201704   ,GTM              ,6201
201604   ,MAR              ,15477
201704   ,BMU              ,804
201604   ,CUB              ,19782
201604   ,PAN              ,25702
201703   ,OMN              ,7914
201604   ,CIV              ,3558
201703   ,GRC              ,37699
201702   ,LKA              ,9495
201702   ,SRB              ,11039
201702   ,TCD              ,3363
201702   ,JAM              ,5896
201602   ,MNG              ,1455
201602   ,NMR              ,3678
201612   ,BRN              ,1963
201602   ,MLT              ,3083
201701   ,EAF              ,74
201606   ,TUN              ,7798
201606   ,AUS              ,84144
201606   ,FJI              ,4030
201706   ,CRB              ,171
201606   ,HUN              ,10021
201510   ,GBR              ,182648
201510   ,ERI              ,2730
201609   ,LAO              ,11069
201609   ,MKD              ,8715
201509   ,KAZ              ,6490
201609   ,FSM              ,413
201509   ,CHN              ,137088
201509   ,LKA              ,14780
201509   ,GRC              ,47449
201709   ,SRB              ,9436
201512   ,MEX              ,40282
201601   ,FIN              ,9335
201512   ,CHL              ,9596
201512   ,GTM              ,4192
201512   ,CAS              ,176
201709   ,OMN              ,5193
201709   ,MEA              ,1439
201805   ,ECU              ,5860
201711   ,AZE              ,13565
201711   ,OMN              ,5522
201705   ,ISL              ,2220
201801   ,JAM              ,5451
201801   ,SGP              ,9130
201712   ,ARE              ,14073
201705   ,TMP              ,514
201712   ,KAZ              ,6919
201712   ,MKD              ,13393
201712   ,GMB              ,2257
201803   ,PER              ,18845
201803   ,MKD              ,18985
201803   ,TTO              ,2248
201803   ,PRK              ,50558
201803   ,LIE              ,223
201802   ,MLI              ,4911
201802   ,IRQ              ,29365
201601   ,MWI              ,3081
201504   ,SRB              ,6497
201505   ,BHS              ,2914
201502   ,BLZ              ,558
201506   ,ISL              ,1802
201605   ,GNQ              ,496
201504   ,CPV              ,304
201508   ,DMA              ,1088
201605   ,NOR              ,14138
201502   ,MLI              ,1759
201604   ,WAF              ,551
201502   ,GUY              ,983
201501   ,IRN              ,1476
201503   ,SVK              ,3516
201605   ,SGP              ,12391
201506   ,MNG              ,1387
201601   ,TGO              ,1032
201503   ,TUV              ,203
201505   ,LAM              ,32
201505   ,COM              ,110
201506   ,COM              ,172
201503   ,COM              ,164
201804   ,ASA              ,215
201804   ,BTN              ,1097
201507   ,CRB              ,174
201804   ,LAM              ,23
201501   ,COD              ,64
201607   ,LIE              ,263
201606   ,TUV              ,115
201806   ,IRQ              ,23104
201806   ,LKA              ,6944
201806   ,BLZ              ,2305
201806   ,TKM              ,1377
201806   ,EAF              ,126
201506   ,WLF              ,2
201807   ,AFR              ,50958
201807   ,BOL              ,4908
201906   ,LBY              ,7989
202006   ,SYC              ,74
201809   ,FRA              ,76520
201809   ,IRN              ,80189
201809   ,TON              ,1100
201808   ,LIE              ,170
201907   ,MUS              ,3058
201907   ,POL              ,17884
201812   ,IRL              ,24559
201811   ,MEX              ,64722
201811   ,MDV              ,12230
201811   ,NGA              ,49075
201810   ,GRC              ,32438
201810   ,EGY              ,38092
201810   ,SEN              ,2312
201810   ,COM              ,495
202006   ,AIA              ,1
201906   ,KHM              ,4141
201811   ,TTO              ,2038
201811   ,SVK              ,4206
201901   ,NGA              ,52136
201901   ,LUX              ,3035
201901   ,UZB              ,2428
201901   ,DMA              ,440
201902   ,EUR              ,76777
201902   ,SAS              ,1253
201902   ,KAZ              ,4772
201902   ,LAM              ,20
201911   ,LBY              ,7038
201911   ,TMP              ,401
