MonthYear,Actor1CountryCode,InnerEvents
201801   ,ITA              ,3650
201801   ,BEN              ,76
201712   ,CHE              ,1222
201712   ,BEN              ,101
201507   ,CHN              ,12373
201503   ,DNK              ,1164
201602   ,ECU              ,739
201503   ,ITA              ,4629
201503   ,FRA              ,9956
201505   ,HUN              ,555
201602   ,MKD              ,798
201506   ,PAK              ,5946
201503   ,PRT              ,722
201507   ,QAT              ,519
201503   ,VEN              ,3212
201505   ,SWE              ,1136
201504   ,TUN              ,650
201507   ,BHS              ,243
201501   ,PRK              ,15
201605   ,MLI              ,434
201601   ,BFA              ,710
201506   ,CAF              ,33
201508   ,CIV              ,458
201603   ,ECU              ,485
201511   ,TUV              ,9
201504   ,MRT              ,205
201509   ,BMU              ,50
201603   ,BWA              ,168
201505   ,DMA              ,20
201512   ,PNG              ,47
201604   ,VUT              ,33
201505   ,KHM              ,630
201502   ,ZMB              ,246
201509   ,MNG              ,71
201605   ,NRU              ,46
201506   ,PNG              ,66
201605   ,VUT              ,38
201506   ,CPV              ,14
201501   ,COL              ,30
201801   ,SYC              ,97
201504   ,PGS              ,5
201506   ,AND              ,5
201802   ,SWE              ,973
201804   ,PNG              ,133
201710   ,ALB              ,1749
201710   ,SLV              ,138
201710   ,MOZ              ,242
202006   ,LKA              ,72
201712   ,COK              ,8
201906   ,BWA              ,214
201804   ,KNA              ,3
201807   ,AFG              ,6252
201606   ,MKD              ,757
201907   ,IRL              ,2411
201907   ,VAT              ,158
201907   ,PAK              ,6734
201907   ,HTI              ,171
201907   ,UZB              ,214
201907   ,LBR              ,343
201907   ,SYC              ,59
201710   ,MAC              ,3
201811   ,GRC              ,2157
201810   ,ESP              ,4109
201902   ,AFR              ,1648
201902   ,GMB              ,149
201902   ,TMP              ,13
201902   ,MOZ              ,249
201909   ,ETH              ,409
201908   ,ESP              ,2728
201903   ,ESP              ,3127
201909   ,NRU              ,14
201607   ,MUS              ,275
201812   ,SAF              ,30
201812   ,ZMB              ,479
201810   ,SGP              ,753
201810   ,IRQ              ,1986
201810   ,STP              ,10
201806   ,PRK              ,5394
201901   ,RWA              ,233
201901   ,LSO              ,83
201806   ,URY              ,107
201904   ,PRT              ,663
201911   ,DNK              ,771
201911   ,BRA              ,3263
201911   ,BEN              ,101
201910   ,ETH              ,928
201910   ,FIN              ,703
201910   ,SEA              ,60
202001   ,AUS              ,6616
202001   ,NPL              ,393
202001   ,CYP              ,284
202001   ,PER              ,556
202001   ,ETH              ,679
201908   ,GTM              ,435
201808   ,FRA              ,4983
201812   ,AIA              ,13
201908   ,NRU              ,22
201903   ,EAF              ,2
201809   ,DZA              ,515
201809   ,HND              ,193
201910   ,COG              ,45
202002   ,LAO              ,128
202002   ,KNA              ,14
201912   ,ZAF              ,443
201912   ,LBY              ,1704
201912   ,MCO              ,45
202003   ,BEN              ,63
202002   ,USA              ,136211
202003   ,CYM              ,12
202004   ,CAN              ,7375
202004   ,VNM              ,696
202004   ,FIN              ,402
202004   ,SLE              ,92
202005   ,GIN              ,130
202005   ,ZMB              ,204
201704   ,NLD              ,1510
201704   ,GIN              ,133
201704   ,MLT              ,373
201604   ,FJI              ,394
201703   ,VNM              ,1255
201702   ,VEN              ,2384
201702   ,COG              ,80
201702   ,MUS              ,250
201702   ,GRC              ,3551
201702   ,MLT              ,345
201602   ,KHM              ,855
201702   ,WST              ,141
201702   ,SEA              ,223
201701   ,MLT              ,438
201610   ,ARG              ,1713
201611   ,COL              ,5674
201610   ,UKR              ,11099
201611   ,MLT              ,257
201612   ,PAK              ,8106
201708   ,IDN              ,3247
201708   ,BWA              ,196
201708   ,PHL              ,4605
201707   ,ISR              ,15919
201608   ,SWE              ,1089
201610   ,DOM              ,179
201612   ,BLR              ,1109
201604   ,HUN              ,742
201610   ,PAN              ,420
201610   ,LTU              ,494
201703   ,AUT              ,846
201703   ,TJK              ,295
201603   ,MYS              ,3315
201706   ,ZAF              ,923
201706   ,HND              ,368
201705   ,MLT              ,402
201607   ,ESP              ,4356
201607   ,PAK              ,8445
201508   ,VEN              ,2631
201608   ,PNG              ,227
201508   ,SRB              ,251
201701   ,MCO              ,66
201702   ,CPV              ,13
201604   ,LVA              ,366
201606   ,CYP              ,471
201509   ,BGD              ,1788
201707   ,UZB              ,273
201603   ,URY              ,139
201612   ,PRT              ,687
201510   ,COL              ,2656
201601   ,GHA              ,895
201601   ,TZA              ,306
201512   ,CUB              ,2739
201705   ,BGR              ,1163
201705   ,TJK              ,222
201705   ,ZMB              ,577
201605   ,AUS              ,10362
201709   ,EUR              ,2745
201709   ,BEN              ,55
201709   ,DJI              ,83
201711   ,CAN              ,9621
201711   ,TJK              ,194
201711   ,NZL              ,1419
201803   ,IDN              ,3450
201803   ,KWT              ,640
201609   ,AIA              ,16
201709   ,SAF              ,22
201712   ,MCO              ,84
201505   ,ZAF              ,816
201502   ,AZE              ,498
201512   ,BRB              ,100
201512   ,TKM              ,582
201505   ,BLR              ,995
201503   ,BGR              ,1233
201505   ,PER              ,1063
201602   ,MUS              ,222
201506   ,IRQ              ,5040
201504   ,NGA              ,9253
201504   ,COD              ,181
201507   ,KEN              ,2875
201507   ,LSO              ,163
201502   ,MKD              ,126
201505   ,MLI              ,583
201510   ,MOZ              ,399
201602   ,NER              ,174
201505   ,SSD              ,394
201511   ,TKM              ,674
201511   ,AGO              ,461
201503   ,CIV              ,449
201505   ,MDV              ,229
201504   ,BHS              ,138
201504   ,SSD              ,336
201502   ,KHM              ,264
201507   ,GIN              ,318
201508   ,NIC              ,176
201602   ,AND              ,19
201605   ,TGO              ,212
201601   ,BRN              ,68
201601   ,MDG              ,23
201501   ,BLR              ,5
201602   ,AIA              ,19
201505   ,PLW              ,8
201712   ,WST              ,67
201502   ,DMA              ,9
201804   ,EUR              ,2262
201804   ,SSD              ,187
201710   ,CUB              ,2355
201710   ,PER              ,915
201710   ,LVA              ,469
201710   ,ISL              ,72
201802   ,GNQ              ,45
202006   ,MLT              ,31
201702   ,HKG              ,4
202006   ,BRB              ,11
201907   ,MYS              ,1692
201907   ,BEL              ,646
201907   ,TUN              ,465
201811   ,IRN              ,4397
201811   ,SYR              ,4165
201902   ,IDN              ,2698
201902   ,ITA              ,4234
201902   ,KHM              ,495
201902   ,MLT              ,342
201902   ,MWI              ,467
201901   ,NIC              ,453
201809   ,DEU              ,8569
201909   ,COG              ,61
201909   ,MOZ              ,514
201903   ,EUR              ,3197
201903   ,LUX              ,151
201903   ,NGA              ,8087
201903   ,TKM              ,216
201610   ,MAC              ,6
201609   ,PGS              ,7
201810   ,TTO              ,225
201810   ,MNG              ,110
201810   ,TZA              ,401
201810   ,SUR              ,20
201806   ,SGP              ,3016
201806   ,NOR              ,773
201901   ,AZE              ,893
201901   ,HTI              ,205
201901   ,EST              ,207
201907   ,FSM              ,7
201905   ,BGD              ,1521
201806   ,CIV              ,191
201806   ,SVK              ,365
201806   ,MCO              ,69
201904   ,GAB              ,55
201911   ,ISR              ,9911
201911   ,AFR              ,1384
201910   ,THA              ,1004
201911   ,CUB              ,1309
201910   ,PHL              ,2819
201905   ,DMA              ,20
201906   ,BGR              ,708
202001   ,GRD              ,19
202001   ,SRB              ,211
202001   ,SAS              ,6
202002   ,COL              ,1022
202003   ,SWZ              ,12
201908   ,RWA              ,320
201812   ,ATG              ,38
201912   ,IRQ              ,3403
201809   ,ATG              ,130
201606   ,VUT              ,39
201804   ,SMR              ,3
201606   ,GRD              ,29
201606   ,GUY              ,275
201912   ,ECU              ,306
202002   ,NMR              ,14
201910   ,ABW              ,5
202003   ,IDN              ,3393
202003   ,CPV              ,3
201903   ,MEX              ,3437
202004   ,AZE              ,639
202004   ,GIN              ,119
202005   ,MMR              ,366
202005   ,FIN              ,447
202005   ,KWT              ,244
201905   ,AUS              ,7291
201905   ,PRK              ,1155
202005   ,CPV              ,2
201704   ,AUT              ,718
201704   ,GAB              ,75
201703   ,SDN              ,1322
201704   ,SLB              ,56
201703   ,PSE              ,3748
201604   ,YEM              ,2085
201701   ,MMR              ,1191
201702   ,DZA              ,819
201701   ,VNM              ,1237
201701   ,EGY              ,7233
201611   ,BGD              ,2514
201611   ,MDV              ,207
201611   ,BTN              ,110
201708   ,CHE              ,1395
201707   ,SYR              ,8867
201703   ,LKA              ,1823
201604   ,BDI              ,376
201604   ,GHA              ,1159
201604   ,TKM              ,269
201705   ,COL              ,2796
201705   ,IRN              ,5552
201706   ,EGY              ,5723
201706   ,PER              ,1193
201609   ,HUN              ,1218
201603   ,AFG              ,7607
201603   ,MEX              ,3519
201706   ,GMB              ,265
201706   ,CAN              ,8936
201706   ,ATG              ,38
201608   ,MCO              ,56
201607   ,BHS              ,211
201607   ,CHN              ,14062
201508   ,MEX              ,3645
201508   ,SAU              ,3741
201602   ,TCD              ,265
201602   ,TUN              ,898
201510   ,SLV              ,128
201609   ,MUS              ,337
201509   ,CAN              ,9071
201707   ,LBY              ,1417
201707   ,ARM              ,1160
201707   ,BLZ              ,213
201707   ,TZA              ,386
201607   ,JAM              ,582
201707   ,SEN              ,463
201705   ,WSM              ,65
201612   ,VNM              ,1169
201612   ,SAS              ,36
201612   ,SEA              ,147
201511   ,TJK              ,455
201605   ,ARM              ,2336
201705   ,NZL              ,1394
201605   ,CHN              ,13323
201605   ,RUS              ,18662
201709   ,TGO              ,361
201709   ,WSM              ,112
201710   ,COD              ,223
201711   ,GIN              ,175
201711   ,MWI              ,437
201803   ,IND              ,4808
201803   ,TCD              ,231
201801   ,RWA              ,475
201504   ,AFG              ,5453
201503   ,AUS              ,10096
201505   ,BHR              ,459
201604   ,CHL              ,645
201604   ,HTI              ,211
201506   ,LBY              ,1747
201604   ,OMN              ,348
201505   ,NGA              ,8104
201601   ,TTO              ,161
201512   ,VEN              ,1998
201602   ,ZMB              ,791
201603   ,CAF              ,110
201508   ,ISL              ,78
201505   ,PRT              ,546
201512   ,SSD              ,338
201505   ,GUY              ,353
201508   ,UZB              ,311
201503   ,BLZ              ,108
201603   ,BEN              ,188
201504   ,FIN              ,808
201512   ,ISL              ,77
201506   ,BDI              ,656
201502   ,PRY              ,48
201601   ,TON              ,31
201504   ,SWZ              ,75
201510   ,GAB              ,35
201511   ,ISL              ,92
201506   ,DOM              ,212
201505   ,ATG              ,62
201509   ,PLW              ,12
201602   ,TMP              ,26
201503   ,TON              ,54
201804   ,IRN              ,5041
201601   ,ISL              ,98
201503   ,SAF              ,15
201510   ,CPV              ,3
201801   ,GNB              ,54
201601   ,MHL              ,3
201507   ,AIA              ,14
201602   ,LCA              ,33
201501   ,ZMB              ,6
201501   ,MUS              ,3
201507   ,GNQ              ,37
201603   ,COM              ,5
201802   ,COD              ,206
201802   ,LUX              ,89
201804   ,CAF              ,113
201804   ,MWI              ,489
201804   ,SWZ              ,133
202006   ,CUB              ,98
201710   ,LUX              ,242
201710   ,MDA              ,582
201710   ,WAF              ,19
202006   ,SAF              ,2
201801   ,AIA              ,6
201807   ,ARM              ,1602
201807   ,NLD              ,1362
201806   ,IRN              ,3739
201807   ,MWI              ,516
201705   ,MAC              ,4
201907   ,AFR              ,1608
201902   ,PSE              ,2070
201902   ,UZB              ,236
201909   ,SLB              ,122
201909   ,PER              ,634
201909   ,HND              ,290
201909   ,DJI              ,39
201903   ,DEU              ,6455
201903   ,NOR              ,1115
201903   ,BEN              ,83
201903   ,NER              ,85
201607   ,MRT              ,373
201607   ,TMP              ,12
201812   ,COD              ,422
201812   ,NOR              ,755
201810   ,NPL              ,543
201810   ,NLD              ,2032
201810   ,COD              ,290
201810   ,ECU              ,934
201810   ,SDN              ,915
201810   ,TKM              ,132
201609   ,TUV              ,1
201806   ,CYP              ,287
201901   ,AIA              ,15
201901   ,BEN              ,50
201901   ,CHE              ,1382
201901   ,TON              ,27
201905   ,MMR              ,519
201905   ,CHL              ,507
201905   ,CUB              ,1365
201806   ,CHL              ,1112
201806   ,TUN              ,382
201904   ,EGY              ,3480
201904   ,AZE              ,1058
201904   ,BTN              ,195
201904   ,SLV              ,220
201911   ,COL              ,1649
201910   ,LUX              ,201
201911   ,ECU              ,283
201911   ,NPL              ,435
201910   ,PRK              ,694
201910   ,KAZ              ,347
201906   ,GMB              ,247
201906   ,SSD              ,50
202001   ,FRA              ,5906
201912   ,ISR              ,7118
201908   ,URY              ,126
201908   ,SEA              ,107
201808   ,UGA              ,1574
201808   ,AUT              ,991
201808   ,VNM              ,1219
201808   ,MLT              ,435
201607   ,CPV              ,6
201804   ,MEA              ,1
201906   ,LSO              ,66
201606   ,DMA              ,34
201912   ,DJI              ,31
201912   ,SLV              ,110
201806   ,ABW              ,4
201905   ,MEA              ,1
202003   ,AFG              ,12065
201903   ,LKA              ,1157
202004   ,CHN              ,13782
202004   ,PRK              ,740
202004   ,MKD              ,102
202005   ,TON              ,29
201704   ,GTM              ,358
201704   ,UZB              ,419
201704   ,BMU              ,24
201703   ,OMN              ,358
201604   ,CUB              ,2646
201703   ,GRC              ,3469
201702   ,LKA              ,1195
201702   ,SRB              ,620
201702   ,JAM              ,495
201702   ,TCD              ,192
201611   ,JPN              ,6653
201611   ,ARM              ,1547
201611   ,SEA              ,163
201611   ,NRU              ,29
201511   ,BHS              ,198
201708   ,MLI              ,435
201608   ,TWN              ,638
201604   ,PAN              ,1552
201510   ,GBR              ,17626
201706   ,BWA              ,244
201606   ,HUN              ,835
201606   ,AUS              ,8815
201608   ,ISR              ,9345
201608   ,MMR              ,979
201608   ,NLD              ,1214
201608   ,CHL              ,867
201608   ,BRN              ,131
201508   ,KEN              ,1399
201508   ,NZL              ,1641
201604   ,MAR              ,1308
201606   ,TUN              ,572
201606   ,FJI              ,513
201609   ,MKD              ,729
201609   ,FSM              ,40
201609   ,LAO              ,385
201509   ,KAZ              ,470
201509   ,CHN              ,15141
201509   ,GRC              ,4050
201707   ,ETH              ,399
201707   ,BGD              ,1638
201512   ,MEX              ,2607
201601   ,FIN              ,794
201601   ,MWI              ,395
201612   ,BRN              ,38
201705   ,ISL              ,59
201705   ,TMP              ,27
201509   ,LKA              ,2622
201805   ,ECU              ,575
201709   ,OMN              ,319
201709   ,SRB              ,669
201711   ,AZE              ,1231
201711   ,OMN              ,387
201803   ,TTO              ,177
201803   ,PER              ,2603
201803   ,MKD              ,1223
201803   ,PRK              ,2894
201803   ,LIE              ,16
201801   ,JAM              ,495
201801   ,SGP              ,649
201802   ,IRQ              ,2684
201712   ,ARE              ,895
201712   ,MKD              ,1098
201712   ,KAZ              ,423
201712   ,GMB              ,265
201605   ,NOR              ,1029
201512   ,CHL              ,756
201502   ,GUY              ,94
201508   ,LBN              ,2438
201512   ,GTM              ,236
201602   ,MLT              ,260
201508   ,PRY              ,279
201504   ,SRB              ,286
201605   ,SGP              ,951
201601   ,TGO              ,102
201505   ,BHS              ,159
201502   ,BLZ              ,57
201508   ,COD              ,220
201503   ,SVK              ,290
201504   ,CPV              ,43
201604   ,CIV              ,460
201511   ,SVK              ,345
201508   ,DMA              ,146
201502   ,MLI              ,115
201506   ,ISL              ,78
201510   ,ERI              ,243
201501   ,IRN              ,76
201506   ,MNG              ,89
201501   ,COD              ,9
201709   ,MEA              ,4
201602   ,MNG              ,52
201602   ,NMR              ,38
201505   ,COM              ,6
201605   ,GNQ              ,37
201802   ,MLI              ,337
201604   ,WAF              ,7
201503   ,COM              ,8
201503   ,TUV              ,13
201804   ,BTN              ,95
201512   ,CAS              ,2
201506   ,COM              ,2
202006   ,SYC              ,4
201807   ,BOL              ,317
201807   ,AFR              ,1909
201907   ,POL              ,1520
201907   ,MUS              ,141
201811   ,MEX              ,5193
201811   ,MDV              ,731
201811   ,NGA              ,7697
201811   ,SVK              ,357
201811   ,TTO              ,163
201810   ,GRC              ,3033
201902   ,EUR              ,2754
201902   ,KAZ              ,332
201902   ,SAS              ,26
201901   ,NGA              ,8708
201809   ,FRA              ,6288
201809   ,IRN              ,6892
201607   ,WAF              ,25
201607   ,LIE              ,7
201812   ,IRL              ,2218
201810   ,EGY              ,3804
201810   ,COM              ,61
201810   ,SEN              ,184
201903   ,AND              ,6
201906   ,KHM              ,651
201806   ,LKA              ,938
201901   ,UZB              ,230
201901   ,LUX              ,86
201905   ,SLE              ,98
201806   ,IRQ              ,2137
201806   ,BLZ              ,234
201806   ,TKM              ,168
201901   ,DMA              ,8
201904   ,MEX              ,3840
201904   ,MCO              ,62
201904   ,PLW              ,14
201910   ,PSE              ,1200
201911   ,LBY              ,603
201910   ,MDA              ,173
201906   ,LBY              ,812
201906   ,MDA              ,513
201906   ,SWZ              ,40
202001   ,DOM              ,52
202001   ,UGA              ,631
202001   ,NLD              ,925
202001   ,NGA              ,5911
201912   ,MEX              ,3880
202002   ,ARE              ,718
202003   ,TUV              ,8
201908   ,LIE              ,2
201908   ,SEN              ,157
201804   ,LAM              ,2
201903   ,PLW              ,35
201809   ,TON              ,36
201606   ,TUV              ,10
201912   ,COL              ,989
201808   ,LIE              ,7
201911   ,TMP              ,4
201905   ,MAC              ,1
202003   ,MYS              ,1800
202003   ,AUT              ,751
202003   ,MDV              ,116
202003   ,LTU              ,528
202004   ,KHM              ,348
202004   ,VEN              ,1414
202004   ,KAZ              ,253
202004   ,BDI              ,67
201904   ,SGP              ,632
202005   ,NLD              ,785
202005   ,LUX              ,95
201905   ,COL              ,1795
201905   ,IRL              ,2327
201704   ,IDN              ,4605
201604   ,TUR              ,13067
201702   ,BRB              ,141
201701   ,AUS              ,7871
201611   ,ARE              ,1389
201611   ,LBN              ,2906
201611   ,BMU              ,39
201611   ,CYP              ,703
201611   ,UZB              ,475
201612   ,EGY              ,8221
201511   ,EGY              ,10827
201708   ,SVK              ,293
201708   ,PAK              ,7301
201707   ,ESP              ,3976
201703   ,BRB              ,174
201705   ,IRQ              ,4107
201703   ,VEN              ,2778
201609   ,BRA              ,5453
201703   ,TUV              ,3
201703   ,AGO              ,359
201603   ,HRV              ,928
201706   ,CUB              ,2490
201706   ,SEN              ,476
201706   ,GUY              ,234
201706   ,LSO              ,148
201705   ,ETH              ,636
201705   ,USA              ,169790
201706   ,CYM              ,12
201607   ,JPN              ,5135
201508   ,MYS              ,3780
201607   ,KEN              ,3042
201508   ,KAZ              ,521
201701   ,CMR              ,242
201701   ,MWI              ,488
201604   ,GUY              ,297
201707   ,PRT              ,686
201708   ,DMA              ,8
201609   ,TGO              ,105
201609   ,IRQ              ,4771
201609   ,CMR              ,132
201509   ,PRT              ,754
201509   ,BDI              ,294
201509   ,NLD              ,1708
201707   ,DJI              ,55
201607   ,DNK              ,856
201512   ,MUS              ,332
201510   ,AZE              ,995
201511   ,SLV              ,138
201510   ,SDN              ,1408
201601   ,BWA              ,202
201508   ,COL              ,3403
201705   ,CYP              ,471
201804   ,CAN              ,9680
201709   ,ISL              ,96
201805   ,ATG              ,95
201805   ,NRU              ,12
201709   ,PRY              ,188
201711   ,MDG              ,73
201711   ,HRV              ,1152
201710   ,ISR              ,8343
201710   ,RUS              ,20940
201710   ,SYR              ,7685
201711   ,ZMB              ,417
201803   ,SLV              ,255
201803   ,TKM              ,300
201801   ,CHL              ,1755
201801   ,BLZ              ,226
201801   ,VAT              ,82
201801   ,SAU              ,3614
201506   ,CHN              ,11063
201506   ,ARM              ,1487
201603   ,CMR              ,290
201505   ,PSE              ,2554
201604   ,KWT              ,598
201502   ,DEU              ,3202
201602   ,GUY              ,299
201507   ,JPN              ,5010
201603   ,LBR              ,613
201504   ,ARE              ,1313
201506   ,MLT              ,235
201506   ,NPL              ,734
201605   ,SEN              ,626
201510   ,TZA              ,712
201504   ,ARG              ,1616
201601   ,RWA              ,274
201605   ,LBR              ,424
201601   ,SRB              ,228
201505   ,SDN              ,1067
201602   ,TON              ,87
201506   ,TZA              ,368
201510   ,ECU              ,386
201507   ,LAO              ,108
201605   ,UZB              ,282
201512   ,GUY              ,290
201505   ,GIN              ,239
201512   ,MDV              ,202
201510   ,SYC              ,56
201504   ,COG              ,37
201505   ,SLB              ,33
201512   ,SWZ              ,30
201512   ,SMR              ,3
201511   ,BTN              ,125
201510   ,DJI              ,89
201512   ,PLW              ,12
201507   ,WSM              ,49
201503   ,ABW              ,9
201801   ,NRU              ,13
201801   ,SUR              ,31
201501   ,NAM              ,9
201501   ,GTM              ,5
201502   ,MAC              ,1
201804   ,CIV              ,230
202006   ,BLR              ,136
201710   ,EUR              ,3081
201710   ,NZL              ,1474
201710   ,SWE              ,1038
201710   ,MLT              ,964
201804   ,SYC              ,53
201805   ,MHL              ,18
201710   ,BRN              ,110
202006   ,SSD              ,14
201712   ,ABW              ,3
201807   ,ZAF              ,990
201807   ,TON              ,20
201807   ,PRT              ,671
201807   ,LTU              ,413
201807   ,NZL              ,1412
201810   ,UKR              ,7558
201811   ,MOZ              ,226
201811   ,CYM              ,22
201902   ,MDV              ,142
201902   ,BGR              ,860
201902   ,MDG              ,27
201902   ,BDI              ,133
201909   ,POL              ,2102
201909   ,GAB              ,65
201903   ,DOM              ,78
201903   ,VUT              ,39
201812   ,LBR              ,205
201810   ,BHR              ,295
201809   ,MDV              ,397
201906   ,YEM              ,617
201906   ,KEN              ,1761
201906   ,PHL              ,3063
201810   ,TMP              ,16
201905   ,AIA              ,8
201905   ,FSM              ,13
201809   ,KHM              ,905
201911   ,SEA              ,151
201910   ,SOM              ,580
201501   ,BHS              ,1
201906   ,AUT              ,470
202001   ,ZAF              ,545
202001   ,PHL              ,2653
202001   ,HRV              ,608
202002   ,WST              ,93
201908   ,BRB              ,94
201908   ,GMB              ,226
201908   ,GRD              ,18
201808   ,KWT              ,297
201808   ,IDN              ,3382
201812   ,PLW              ,3
201808   ,FIN              ,608
201808   ,HND              ,191
201808   ,SLV              ,274
201808   ,TUN              ,436
201808   ,GRD              ,34
201808   ,MRT              ,85
201912   ,AFG              ,5918
201809   ,BEN              ,39
201910   ,NER              ,117
201910   ,BRB              ,94
202002   ,CYM              ,13
201912   ,LAO              ,68
201606   ,ERI              ,429
201902   ,STP              ,12
201912   ,NER              ,283
201911   ,STP              ,14
201911   ,MAC              ,1
201808   ,AIA              ,4
202003   ,CAN              ,8688
202003   ,TWN              ,524
202004   ,BGD              ,1080
202004   ,UZB              ,121
202004   ,VAT              ,49
202005   ,ITA              ,3750
202005   ,FRA              ,4715
202005   ,PAK              ,3474
202005   ,MYS              ,1156
201704   ,AZE              ,1176
201704   ,MYS              ,2009
201704   ,BRB              ,106
201604   ,PER              ,1508
201702   ,PNG              ,99
201701   ,MAR              ,1163
201702   ,MDV              ,194
201611   ,TWN              ,712
201611   ,SDN              ,1311
201610   ,IRN              ,5422
201612   ,SYR              ,22627
201610   ,POL              ,3142
201610   ,UGA              ,1387
201708   ,NLD              ,1525
201708   ,AZE              ,800
201608   ,THA              ,2279
201604   ,AFR              ,1673
201610   ,KGZ              ,497
201610   ,JOR              ,939
201703   ,ARM              ,1814
201604   ,MKD              ,1720
201610   ,SLE              ,124
201610   ,ASA              ,2
201510   ,FRA              ,8454
201609   ,EGY              ,7160
201510   ,EUR              ,3046
201703   ,SEN              ,826
201603   ,THA              ,1440
201603   ,ESP              ,3398
201706   ,LBY              ,1526
201706   ,IND              ,5416
201706   ,BDI              ,165
201608   ,SYR              ,13666
201508   ,ZWE              ,1719
201701   ,WSM              ,27
201701   ,PRK              ,700
201701   ,LCA              ,53
201707   ,MYS              ,1796
201709   ,SYR              ,7630
201609   ,ZMB              ,570
201609   ,HND              ,370
201612   ,CHL              ,954
201612   ,JOR              ,1447
201612   ,MRT              ,227
201601   ,PHL              ,3282
201606   ,CIV              ,466
201607   ,PAN              ,373
201607   ,LBY              ,1746
201705   ,LKA              ,2037
201805   ,BOL              ,403
201805   ,TON              ,42
201709   ,ITA              ,3916
201709   ,NGA              ,8643
201709   ,BRB              ,96
201709   ,IRL              ,2717
201709   ,HTI              ,283
201709   ,SLE              ,143
201711   ,GHA              ,1514
201711   ,BDI              ,255
201711   ,FJI              ,436
201803   ,HTI              ,384
201803   ,MAC              ,3
201801   ,SOM              ,1042
201801   ,HTI              ,1027
201801   ,MNG              ,144
201801   ,TKM              ,137
201712   ,PAN              ,342
201712   ,MRT              ,136
201712   ,KWT              ,429
201601   ,MAC              ,5
201506   ,NZL              ,1519
201503   ,SAU              ,4990
201503   ,MYS              ,3044
201503   ,IRL              ,3124
201504   ,ISR              ,8507
201512   ,LBY              ,1871
201507   ,PAK              ,7877
201602   ,SDN              ,1426
201504   ,BLR              ,881
201504   ,LKA              ,2386
201507   ,EST              ,307
201501   ,MEX              ,77
201605   ,SSD              ,394
201506   ,JAM              ,334
201510   ,COD              ,185
201510   ,NIC              ,136
201502   ,SRB              ,110
201507   ,BEN              ,68
201502   ,SSD              ,152
201512   ,SRB              ,423
201606   ,AUT              ,964
201512   ,GAB              ,64
201603   ,MUS              ,207
201604   ,BWA              ,182
201511   ,TCD              ,155
201502   ,GTM              ,149
201501   ,KHM              ,4
201502   ,RWA              ,118
201601   ,NMR              ,22
201804   ,ARE              ,1080
201804   ,BLR              ,683
201508   ,COK              ,13
201508   ,GRD              ,26
201604   ,LSO              ,61
201602   ,GRD              ,16
201802   ,ARM              ,1252
201802   ,ECU              ,784
201712   ,LIE              ,6
201804   ,SAU              ,4164
201804   ,ITA              ,3825
201804   ,CYP              ,291
201804   ,JAM              ,472
201804   ,LCA              ,41
201710   ,LAO              ,86
202006   ,AGO              ,9
201906   ,EGY              ,2830
201807   ,ECU              ,1295
201807   ,GIN              ,99
201807   ,LBY              ,1028
201807   ,URY              ,99
201907   ,ITA              ,5327
201907   ,EUR              ,2135
201907   ,PSE              ,2082
201907   ,SSD              ,128
201811   ,MHL              ,31
201902   ,IND              ,4894
201902   ,CAN              ,7801
201902   ,NOR              ,652
201902   ,POL              ,2549
201902   ,BEN              ,39
201902   ,GHA              ,1242
201909   ,SVK              ,231
201909   ,ISL              ,162
201809   ,AUS              ,7660
201903   ,ALB              ,506
201903   ,GAB              ,96
201607   ,TJK              ,304
201606   ,SAF              ,37
201812   ,VEN              ,1800
201810   ,ZWE              ,1197
201810   ,ARG              ,947
201810   ,BEL              ,1139
201810   ,ERI              ,173
201810   ,HND              ,1434
201809   ,NIC              ,822
201806   ,POL              ,2091
201806   ,KHM              ,527
201901   ,HND              ,403
201901   ,NER              ,75
201905   ,SLB              ,49
201802   ,AIA              ,2
201806   ,COM              ,31
201806   ,FSM              ,20
201806   ,LTU              ,417
201806   ,MLT              ,767
201904   ,COD              ,104
201904   ,COM              ,19
201904   ,BFA              ,83
201904   ,VCT              ,30
201904   ,SLE              ,95
201910   ,MUS              ,201
201911   ,THA              ,1487
201911   ,HND              ,133
201910   ,LBR              ,284
201910   ,URY              ,122
202001   ,BLR              ,634
201912   ,MYS              ,1759
202002   ,DZA              ,614
202002   ,VCT              ,21
201908   ,LBR              ,367
201808   ,AGO              ,314
201808   ,SEA              ,190
201808   ,UZB              ,286
201808   ,QAT              ,393
201909   ,NMR              ,7
201809   ,HTI              ,161
202006   ,MDV              ,2
201607   ,SMR              ,4
201901   ,WAF              ,7
202001   ,COK              ,9
202002   ,COM              ,9
202002   ,ABW              ,17
201812   ,MAC              ,5
201912   ,LSO              ,22
201809   ,MEA              ,2
202003   ,BGD              ,1428
202003   ,TUR              ,5663
201904   ,GBR              ,20625
202003   ,SEA              ,38
201904   ,SDN              ,3864
202005   ,JAM              ,447
202005   ,HUN              ,713
202005   ,CAF              ,13
202005   ,TTO              ,172
202005   ,MKD              ,80
202005   ,SLE              ,77
202005   ,MDV              ,98
202005   ,TMP              ,5
201905   ,PSE              ,2781
201905   ,IRQ              ,3125
201704   ,HRV              ,1072
201704   ,NOR              ,895
201704   ,NIC              ,169
201905   ,CHE              ,1204
201702   ,HUN              ,1127
201702   ,HTI              ,311
201702   ,AUT              ,1115
201702   ,LSO              ,136
