MonthYear,Actor1CountryCode,Events ,sumNumMentions,materialConfCoop    ,verbalConfCoop      ,avgAvgTone           ,avgGoldstein         ,fightCount,expressCount
202001   ,LKA              ,7500   ,34780         ,0.11253333333333333 ,0.086266666666666672,-1.3277211348165228  ,1.4284666666666668   ,222       ,154
202001   ,GRC              ,23994  ,124018        ,0.085813119946653332,0.12136367425189631 ,-1.4390800969295943  ,1.2684629490706008   ,810       ,468
202001   ,GMB              ,2958   ,14791         ,0.10615280594996619 ,0.17816091954022989 ,-2.2859055886207145  ,0.62467883705206217  ,71        ,28
202001   ,IRL              ,22422  ,111390        ,0.11372758897511373 ,0.12291499420212292 ,-1.0457174568851568  ,0.7496298278476502   ,1141      ,404
202001   ,MRT              ,1146   ,6039          ,0.087260034904013961,0.067190226876090747,-2.6692273505174215  ,1.7041012216404889   ,34        ,8
202001   ,NIC              ,1681   ,8781          ,0.11778703152885188 ,0.13265913146936348 ,-2.0664960679176074  ,0.49357525282569903  ,100       ,31
202001   ,SAS              ,745    ,4219          ,0.071140939597315433,0.10335570469798658 ,-1.3059771511217708  ,1.2200000000000002   ,28        ,13
202001   ,NGA              ,41475  ,161591        ,0.14939119951778179 ,0.14736588306208559 ,-2.2591242263767493  ,0.12767932489451522  ,2376      ,637
202001   ,NER              ,3086   ,14744         ,0.21905379131561892 ,0.082631237848347375,-4.5005678720040123  ,-0.28172391445236544 ,472       ,25
202001   ,BEL              ,15124  ,79155         ,0.085691615974609892,0.088071938640571279,-1.4275168418207891  ,1.6546217931764078   ,506       ,292
202001   ,BRN              ,533    ,2138          ,0.041275797373358347,0.12570356472795496 ,-0.36911805124222907 ,2.2425891181988744   ,7         ,1
202001   ,NAM              ,1388   ,5799          ,0.13184438040345822 ,0.087896253602305477,-2.226651719562676   ,1.0496397694524497   ,75        ,38
202001   ,DEU              ,69994  ,345091        ,0.099079921136097385,0.11365259879418235 ,-2.1601925159807474  ,1.2104408949338514   ,3176      ,1485
202001   ,PRT              ,6784   ,38883         ,0.0745872641509434  ,0.091096698113207544,-0.971333807680224   ,1.4825029481132086   ,259       ,162
202001   ,PER              ,6721   ,40348         ,0.17378366314536528 ,0.12572533849129594 ,-2.12840034660943    ,0.46009522392501107  ,305       ,143
202001   ,BGD              ,12789  ,63434         ,0.18922511533348971 ,0.12119790444913597 ,-2.0478705265179387  ,-0.014395183360700621,850       ,254
202001   ,KWT              ,4154   ,19931         ,0.15454983148772267 ,0.09797785267212325 ,-1.6021025775347604  ,1.0149735194992779   ,197       ,56
202001   ,ETH              ,6624   ,31118         ,0.09390096618357488 ,0.10039251207729469 ,-0.8330543779176901  ,1.4885869565217396   ,261       ,54
202001   ,SUR              ,325    ,2065          ,0.089230769230769225,0.12923076923076923 ,-0.79720833771233668 ,0.50092307692307692  ,12        ,18
202001   ,LBN              ,16309  ,75506         ,0.18701330553682016 ,0.18198540683058434 ,-4.0988759181736576  ,-0.4542032006867372  ,1334      ,209
202001   ,SRB              ,4222   ,27050         ,0.10753197536712458 ,0.11534817621980105 ,-0.36562103027638415 ,1.1325675035528184   ,184       ,109
202001   ,QAT              ,5953   ,26997         ,0.058793885435914663,0.077103981185956655,-0.92209237355360363 ,2.1318662859062663   ,168       ,48
202001   ,BMU              ,802    ,3826          ,0.10224438902743142 ,0.11221945137157108 ,-1.1199384621093387  ,0.93117206982543632  ,22        ,10
202001   ,TON              ,311    ,1656          ,0.057877813504823149,0.10610932475884244 ,0.19145517837647108  ,1.9993569131832798   ,13        ,4
202001   ,ARE              ,11683  ,52381         ,0.084995292305058631,0.07352563553881708 ,-0.31620064778940815 ,1.7500556363947601   ,393       ,160
202001   ,SOM              ,5091   ,22487         ,0.31192300137497547 ,0.11648006285602043 ,-4.2483846252211785  ,-1.4496758986446669  ,1031      ,64
202001   ,CPV              ,248    ,1286          ,0.088709677419354843,0.13306451612903225 ,-1.502385415587234   ,0.84798387096774175  ,12        ,3
202001   ,BHR              ,2362   ,11577         ,0.077476714648602882,0.077053344623200681,0.65137434188170928  ,1.9946655376799318   ,45        ,23
202001   ,DMA              ,312    ,2039          ,0.11538461538461539 ,0.13141025641025642 ,-0.933970506179227   ,0.62499999999999989  ,15        ,0
202001   ,HUN              ,4205   ,22399         ,0.127705112960761   ,0.11866825208085613 ,-1.2494199784625362  ,0.7677288941736029   ,264       ,63
202001   ,IRN              ,170692 ,725640        ,0.27661518993274437 ,0.19679891266140181 ,-4.48666631662013    ,-1.8811057343050501  ,33138     ,2238
202001   ,HKG              ,276    ,2321          ,0.028985507246376812,0.19202898550724637 ,1.1452270350548224   ,2.0181159420289858   ,6         ,12
202001   ,COK              ,199    ,907           ,0.06030150753768844 ,0.03015075376884422 ,0.61496538937262324  ,1.6939698492462312   ,2         ,5
202001   ,ERI              ,1327   ,5534          ,0.097211755840241151,0.10700828937452901 ,-0.722432244785873   ,2.106782215523737    ,65        ,2
202001   ,SEN              ,2679   ,14442         ,0.090332213512504672,0.10787607316162748 ,-0.55267925174120647 ,1.2647629712579322   ,110       ,39
202001   ,MLT              ,2716   ,12188         ,0.1406480117820324  ,0.12997054491899854 ,-1.7674144194338361  ,0.50132547864506627  ,217       ,77
202001   ,LCA              ,393    ,2264          ,0.066157760814249358,0.07124681933842239 ,0.36111931367705519  ,1.5277353689567428   ,8         ,4
202001   ,SMR              ,27     ,148           ,0.037037037037037035,0.037037037037037035,-0.19435483525544289 ,2.0666666666666669   ,1         ,2
202001   ,PLW              ,322    ,2275          ,0.099378881987577633,0.12732919254658384 ,-0.59418453448040986 ,1.2204968944099379   ,7         ,2
202001   ,CAS              ,28     ,108           ,0.0                 ,0.035714285714285712,0.56983109818979472  ,2.625                ,0         ,0
202001   ,FIN              ,5813   ,34563         ,0.092895234818510239,0.11680715637364528 ,-1.2075362038862671  ,1.0854120075692415   ,200       ,250
202001   ,HTI              ,1880   ,9527          ,0.095744680851063829,0.1473404255319149  ,-2.021106217708442   ,0.85968085106383019  ,62        ,19
202001   ,ECU              ,2725   ,16394         ,0.072293577981651383,0.11376146788990826 ,-1.6613904598255307  ,1.6170642201834864   ,78        ,69
202001   ,SVK              ,2374   ,12845         ,0.16385846672283066 ,0.10657118786857624 ,-2.8099000637291738  ,0.23323504633529898  ,239       ,69
202001   ,MUS              ,1905   ,12424         ,0.079265091863517059,0.11811023622047244 ,-0.61639483562476594 ,1.3377952755905513   ,46        ,25
202001   ,MDV              ,7181   ,54791         ,0.20818827461356357 ,0.12393817017128533 ,-2.7362614696324834  ,-0.51570811864642807 ,656       ,224
202001   ,LAM              ,55     ,417           ,0.036363636363636362,0.072727272727272724,-2.1779415833293871  ,2.0272727272727273   ,2         ,0
202001   ,GBR              ,162479 ,750744        ,0.11087586703512455 ,0.12620707906867965 ,-1.4339227429539889  ,0.98172256106942979  ,6646      ,2711
202001   ,AGO              ,3245   ,17685         ,0.11432973805855162 ,0.13867488443759629 ,-1.8716380921801938  ,0.99750385208012327  ,121       ,71
202001   ,TWN              ,8094   ,39292         ,0.071658018285149491,0.14801087225105017 ,-1.0535429601959754  ,1.1874104274771435   ,172       ,246
202001   ,TUN              ,5257   ,29572         ,0.080273920486969755,0.1498953775917824  ,-1.2414663621293913  ,1.0322427239870648   ,162       ,61
202001   ,BEN              ,962    ,4285          ,0.07068607068607069 ,0.077962577962577967,-0.39485882806074235 ,1.4757796257796256   ,25        ,11
202001   ,THA              ,8423   ,41884         ,0.12774545886263802 ,0.082630891606316037,-2.0177492248222375  ,1.0503027424907982   ,348       ,314
202001   ,KEN              ,14300  ,62770         ,0.22839160839160838 ,0.13286713286713286 ,-3.2103570093245075  ,-0.59851048951048957 ,1998      ,183
202001   ,GUY              ,2359   ,10674         ,0.1271725307333616  ,0.10979228486646884 ,-1.8938731569174698  ,0.44489190334887646  ,103       ,41
202001   ,CZE              ,5384   ,28506         ,0.11478454680534918 ,0.13168647845468054 ,-1.4348849893105802  ,0.985252600297177    ,237       ,101
202001   ,NAF              ,2      ,20            ,0.0                 ,0.0                 ,2.6084121291164      ,5.0                  ,0         ,0
202001   ,ZAF              ,9786   ,40917         ,0.16441855712241979 ,0.12446351931330472 ,-2.2338142329049711  ,0.21895565092989985  ,713       ,316
202001   ,COD              ,1903   ,10338         ,0.16657908565423016 ,0.10877561744613767 ,-3.0761363058438875  ,0.56142932212296393  ,139       ,27
202001   ,EAF              ,44     ,306           ,0.0                 ,0.18181818181818182 ,-2.22352756935052    ,2.8681818181818191   ,0         ,0
202001   ,EUR              ,54452  ,388876        ,0.0714023360023507  ,0.11406376257988687 ,-1.2818612996897987  ,1.7623925659296258   ,1367      ,1118
202001   ,EGY              ,26567  ,122732        ,0.10046298038920465 ,0.10144163812248277 ,-1.3645252074354954  ,1.3759476041705871   ,924       ,477
202001   ,FJI              ,1157   ,5759          ,0.076923076923076927,0.09507346585998272 ,-0.61118716497740333 ,1.3443388072601552   ,32        ,39
202001   ,POL              ,22973  ,124028        ,0.12741043834066076 ,0.16010098811648457 ,-2.322464062818117   ,0.54379488965307088  ,1397      ,379
202001   ,UZB              ,1737   ,9275          ,0.070236039147956245,0.067357512953367879,-0.5856529170850252  ,1.9238917674150833   ,34        ,33
202001   ,BOL              ,5628   ,35500         ,0.11318407960199005 ,0.16613361762615494 ,-2.3428717609572214  ,0.751474769012083    ,175       ,171
202001   ,KOR              ,19834  ,122260        ,0.10618130483008975 ,0.11515579308258546 ,-1.2559239223759127  ,1.341242311182818    ,623       ,579
202001   ,SWE              ,10631  ,53840         ,0.10911485278901327 ,0.14721098673690153 ,-1.6994169690534602  ,0.86132066597686008  ,481       ,286
202001   ,WST              ,4985   ,29706         ,0.13480441323971915 ,0.087863590772316952,-2.3407459679182008  ,1.0842326980942831   ,420       ,59
202001   ,MKD              ,3173   ,19328         ,0.064607626851560032,0.10809959029309801 ,-0.55345049313884331 ,1.8508982035928139   ,77        ,41
202001   ,LTU              ,4515   ,25708         ,0.11029900332225914 ,0.12070874861572536 ,-1.9248565975068941  ,0.96347729789590275  ,156       ,207
202001   ,RWA              ,2934   ,12736         ,0.16325835037491479 ,0.09066121336059986 ,-2.0513150947648593  ,0.89366053169734172  ,198       ,25
202001   ,TKM              ,909    ,4443          ,0.099009900990099015,0.050605060506050605,0.20479872952415695  ,2.2865786578657867   ,20        ,9
202001   ,CHL              ,5955   ,35449         ,0.11502938706968933 ,0.16087321578505456 ,-1.6971808991766977  ,0.58654911838790968  ,234       ,126
202001   ,BRA              ,18584  ,104027        ,0.10105467068445975 ,0.12343951786482996 ,-1.31957822214217    ,1.1548805424020676   ,737       ,524
202001   ,GHA              ,9833   ,46521         ,0.076985660530865446,0.12183463846232076 ,-0.52972688438258764 ,1.2513678429777286   ,234       ,183
202001   ,KIR              ,416    ,1887          ,0.0673076923076923  ,0.11298076923076923 ,0.67354962960942555  ,1.6100961538461533   ,13        ,4
202001   ,SAM              ,2      ,20            ,0.0                 ,0.0                 ,2.21386647101981     ,5.5                  ,0         ,0
202001   ,BHS              ,2483   ,10342         ,0.13612565445026178 ,0.08497784937575513 ,-1.7032013453210431  ,0.81252517116391487  ,62        ,90
202001   ,TCD              ,3181   ,13898         ,0.16378497327884314 ,0.0675888085507702  ,-3.8630091315427464  ,0.53872995913234845  ,282       ,77
202001   ,DOM              ,1479   ,10237         ,0.089925625422582825,0.071670047329276537,0.25568418048201513  ,1.5423935091277887   ,42        ,23
202001   ,SCN              ,12     ,45            ,0.0                 ,0.0                 ,1.5298184728462967   ,3.3666666666666667   ,0         ,0
202001   ,IND              ,51705  ,230024        ,0.17296199593849723 ,0.20365535248041775 ,-2.9138839800265326  ,-0.45999032975534282 ,2953      ,1396
202001   ,BFA              ,1643   ,8464          ,0.26232501521606816 ,0.080949482653682292,-4.4081995025768119  ,-0.7205112598904444  ,299       ,12
